1,2,0
2,3,0
3,4,0
4,5,0
1,6,0
7,2,0
3,8,0
9,4,0
5,10,0
6,7,0
7,8,0
8,9,0
9,10,0
9,11,0
11,12,0
12,13,0
6,14,0
8,17,0
18,9,0
10,19,0
20,11,0
12,21,0
22,21,0
21,20,0
20,19,0
19,18,0
18,17,0
17,16,0
16,15,0
15,14,0
14,23,0
17,24,0
25,18,0
19,26,0
21,28,0
23,24,0
24,25,0
25,26,0
26,27,0
27,28,0
28,29,0
37,36,0
23,30,0
30,52,0
36,35,0
35,34,0
34,33,0
33,32,0
32,31,0
31,30,0
24,32,0
33,25,0
26,34,0
35,27,0
28,36,0
31,39,0
32,40,0
40,46,0
46,53,0
38,39,0
39,40,0
40,41,0
41,42,0
42,43,0
43,44,0
44,45,0
41,33,0
34,42,0
43,35,0
36,44,0
42,49,0
49,55,0
50,43,0
57,50,0
51,44,0
47,41,0
54,47,0
53,52,0
55,56,0
56,57,0
53,58,0
54,53,0
55,54,0
50,51,0
49,47,0
47,46,0
